<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
^BSESN,D,20120315,000000,17916.8500,17918.2500,17622.1300,17675.8500,13800,0
^BSESN,D,20120316,000000,17656.8100,17871.0000,17426.5800,17466.2000,24800,0
^BSESN,D,20120319,000000,17531.4700,17561.4600,17226.4300,17273.3700,13800,0
^BSESN,D,20120320,000000,17308.8900,17410.1300,17211.7300,17316.1800,14200,0
^BSESN,D,20120321,000000,17301.1600,17622.8700,17275.8800,17601.7100,14200,0
^BSESN,D,20120322,000000,17586.0600,17687.0100,17136.5000,17196.4700,17600,0
^BSESN,D,20120323,000000,17257.7200,17458.3500,17179.3300,17361.7400,12600,0
^BSESN,D,20120326,000000,17377.5900,17377.5900,17021.8500,17052.7800,17000,0
^BSESN,D,20120327,000000,17209.1300,17366.8400,17061.1600,17257.3600,19000,0
^BSESN,D,20120328,000000,17234.4800,17245.8200,17040.1200,17121.6200,13200,0
^BSESN,D,20120329,000000,17039.8500,17109.3500,16920.6100,17058.6100,11200,0
^BSESN,D,20120330,000000,17117.4100,17439.5100,17105.2200,17404.2000,25000,0
^BSESN,D,20120402,000000,17429.9600,17529.9800,17382.3800,17478.1500,10000,0
^BSESN,D,20120403,000000,17576.2100,17664.1000,17478.1500,17597.4200,10800,0
^BSESN,D,20120404,000000,17553.2600,17597.4200,17436.6000,17486.0200,9800,0
^BSESN,D,20120409,000000,17407.6600,17486.0200,17199.6300,17222.1400,9800,0
^BSESN,D,20120410,000000,17259.2600,17274.6900,17135.7600,17243.8400,10000,0
^BSESN,D,20120411,000000,17125.9600,17319.1500,17075.8900,17199.4000,11800,0
^BSESN,D,20120412,000000,17276.8700,17395.1500,17199.4000,17332.6200,10200,0
^BSESN,D,20120413,000000,17232.5600,17398.2200,17027.3000,17094.5100,18400,0
^BSESN,D,20120416,000000,17047.8700,17173.0600,17010.1600,17150.9500,9800,0
^BSESN,D,20120417,000000,17200.9700,17381.9200,17103.3600,17357.9400,12400,0
^BSESN,D,20120418,000000,17447.2600,17522.8000,17357.9400,17392.3900,9800,0
^BSESN,D,20120419,000000,17432.8900,17530.3000,17361.7100,17503.7100,11800,0
^BSESN,D,20120420,000000,17459.7200,17519.8800,17231.3400,17373.8400,11200,0
^BSESN,D,20120423,000000,17347.7600,17444.1800,17056.7700,17096.6800,13000,0
^BSESN,D,20120424,000000,17154.7500,17247.5300,17046.7200,17207.2900,12400,0
^BSESN,D,20120425,000000,17225.5400,17249.6100,17019.2400,17151.2900,11400,0
^BSESN,D,20120426,000000,17191.0200,17193.2500,17084.0500,17130.6700,10800,0
^BSESN,D,20120427,000000,17145.3900,17242.1500,17022.0900,17134.2500,11000,0
^BSESN,D,20120430,000000,17195.5100,17359.1800,17187.3400,17318.8100,8400,0
^BSESN,D,20120502,000000,17370.9300,17432.3300,17265.4800,17301.9100,9400,0
^BSESN,D,20120503,000000,17271.7700,17301.9100,17120.8600,17151.1900,8600,0
^BSESN,D,20120504,000000,17066.8400,17151.1900,16776.7200,16831.0800,11000,0
^BSESN,D,20120507,000000,16620.4400,16944.1300,16513.7700,16912.7100,11400,0
^BSESN,D,20120508,000000,16915.7100,16918.3100,16502.9100,16546.1800,12800,0
^BSESN,D,20120509,000000,16436.4100,16615.7400,16422.9300,16479.5800,12400,0
^BSESN,D,20120510,000000,16515.6200,16671.8100,16377.0200,16420.0500,10800,0
^BSESN,D,20120511,000000,16355.5900,16447.2400,16233.7600,16292.9800,11200,0
^BSESN,D,20120514,000000,16318.3600,16390.3300,16124.8200,16215.8400,11000,0
^BSESN,D,20120515,000000,16146.9000,16370.1200,16123.0400,16328.2500,11400,0
^BSESN,D,20120516,000000,16132.6800,16328.2500,15974.6000,16030.0900,12800,0
^BSESN,D,20120517,000000,16119.0800,16240.1800,16007.9200,16070.4800,12800,0
^BSESN,D,20120518,000000,15868.0700,16206.3500,15809.7100,16152.7500,14000,0
^BSESN,D,20120521,000000,16187.6600,16298.3900,16149.6100,16183.2600,10400,0
^BSESN,D,20120522,000000,16344.3400,16366.7200,16000.8400,16026.4100,11600,0
^BSESN,D,20120523,000000,15995.1400,16026.4100,15847.0300,15948.1000,11400,0
^BSESN,D,20120524,000000,16033.9000,16252.3700,15934.7700,16222.3000,11000,0
^BSESN,D,20120525,000000,16213.2400,16273.4800,16118.3500,16217.8200,9400,0
^BSESN,D,20120528,000000,16289.8200,16439.9700,16217.8200,16416.8400,8000,0
^BSESN,D,20120529,000000,16500.0400,16544.3800,16410.2100,16438.5800,8600,0
^BSESN,D,20120530,000000,16391.9000,16438.5800,16295.3100,16312.1500,13800,0
^BSESN,D,20120531,000000,16224.8600,16312.1500,16086.0600,16218.5300,16000,0
^BSESN,D,20120601,000000,16217.4800,16226.1900,15933.4800,15965.1600,12200,0
^BSESN,D,20120604,000000,15808.8800,16012.8400,15748.9800,15988.4000,12200,0
^BSESN,D,20120605,000000,16065.3700,16138.2900,15979.7700,16020.6400,10800,0
^BSESN,D,20120606,000000,16100.3600,16494.5000,16100.3600,16454.3000,13600,0
^BSESN,D,20120607,000000,16578.0100,16680.5900,16519.8900,16649.0500,11400,0
^BSESN,D,20120608,000000,16611.5200,16767.7700,16485.0200,16718.8700,11800,0
^BSESN,D,20120611,000000,16804.8900,16893.8100,16627.4800,16668.0100,8800,0
^BSESN,D,20120612,000000,16570.5100,16897.4200,16553.4700,16862.8000,9800,0
^BSESN,D,20120613,000000,16865.7200,16944.1100,16792.8700,16880.5100,9800,0
^BSESN,D,20120614,000000,16857.2300,16921.4900,16658.9800,16677.8800,9200,0
^BSESN,D,20120615,000000,16701.2800,16967.7600,16701.2800,16949.8300,10400,0
^BSESN,D,20120618,000000,17039.5400,17109.9500,16636.0900,16705.8300,11400,0
^BSESN,D,20120619,000000,16681.8900,16890.0000,16681.8900,16859.8000,9800,0
^BSESN,D,20120620,000000,16903.9600,16962.4900,16840.1000,16896.6300,9200,0
^BSESN,D,20120621,000000,16855.6000,17050.4400,16799.6300,17032.5600,10800,0
^BSESN,D,20120622,000000,16882.7400,17016.0600,16807.8000,16972.5100,11800,0
^BSESN,D,20120625,000000,17038.7700,17131.1500,16853.0500,16882.1600,10600,0
^BSESN,D,20120626,000000,16873.0900,16946.6600,16815.8700,16906.5800,7400,0
^BSESN,D,20120627,000000,16975.7600,17029.2700,16930.8000,16967.7600,6800,0
^BSESN,D,20120628,000000,16985.5800,17033.8500,16918.8700,16990.7600,8800,0
^BSESN,D,20120629,000000,17134.6100,17448.4800,17134.6100,17429.9800,13000,0
^BSESN,D,20120702,000000,17438.6800,17486.4000,17364.3600,17398.9800,0,0
^BSESN,D,20120703,000000,17457.9500,17526.8200,17351.5000,17425.7100,9400,0
^BSESN,D,20120704,000000,17473.2600,17523.7700,17372.4500,17462.8100,10200,0
^BSESN,D,20120705,000000,17478.1600,17562.8900,17423.4500,17538.6700,8200,0
^BSESN,D,20120706,000000,17546.0400,17554.5500,17425.4700,17521.1200,8000,0
^BSESN,D,20120709,000000,17449.9300,17485.7900,17343.5500,17391.9800,7200,0
^BSESN,D,20120710,000000,17431.6800,17631.1900,17424.2900,17618.3500,8800,0
^BSESN,D,20120711,000000,17618.3500,17618.3500,17467.6800,17489.1400,0,0
^BSESN,D,20120712,000000,17297.0600,17329.4600,17181.1700,17232.5500,11800,0
^BSESN,D,20120713,000000,17269.2000,17342.8800,17182.2900,17213.7000,7600,0
^BSESN,D,20120716,000000,17241.9800,17282.3000,17079.6300,17103.3100,7600,0
^BSESN,D,20120717,000000,17176.9300,17236.0800,17074.6300,17105.3000,9200,0
^BSESN,D,20120718,000000,17113.3700,17205.2600,17038.5900,17185.0100,17600,0
^BSESN,D,20120719,000000,17288.3400,17318.9300,17244.7600,17278.8500,8000,0
^BSESN,D,20120720,000000,17275.2000,17275.2000,17129.6900,17158.4400,6400,0
^BSESN,D,20120723,000000,17158.4400,17158.4400,16849.2800,16877.3500,0,0
^BSESN,D,20120724,000000,16907.7400,16962.7400,16839.7000,16918.0800,12400,0
^BSESN,D,20120725,000000,16899.0100,16899.0100,16736.6000,16846.0500,10800,0
^BSESN,D,20120726,000000,16887.8400,16899.7700,16598.4800,16639.8200,12800,0
^BSESN,D,20120727,000000,16860.1600,16975.0300,16760.7200,16839.1900,11400,0
^BSESN,D,20120730,000000,16919.1400,17163.9500,16919.1400,17143.6800,8000,0
^BSESN,D,20120731,000000,17186.6100,17253.6700,17004.0900,17236.1800,10400,0
^BSESN,D,20120801,000000,17244.4400,17291.9900,17189.1600,17257.3800,9200,0
^BSESN,D,20120802,000000,17245.6800,17246.0100,17157.2800,17224.3600,15200,0
^BSESN,D,20120803,000000,17164.4800,17208.3600,17026.9700,17197.9300,7600,0
^BSESN,D,20120806,000000,17313.0500,17451.5300,17313.0500,17412.9600,6600,0
^BSESN,D,20120807,000000,17456.3700,17641.5500,17417.9200,17601.7800,12000,0
^BSESN,D,20120808,000000,17638.5300,17726.6400,17582.6600,17600.5600,14400,0
^BSESN,D,20120809,000000,17612.0800,17702.9800,17516.9900,17560.8700,14600,0
^BSESN,D,20120810,000000,17515.4200,17590.6100,17471.3700,17557.7400,13600,0
^BSESN,D,20120813,000000,17551.6900,17642.3800,17522.1000,17633.4500,9000,0
^BSESN,D,20120814,000000,17631.6400,17753.4300,17572.3400,17728.2000,10000,0
^BSESN,D,20120816,000000,17752.2200,17763.5900,17640.6200,17657.2100,8800,0
^BSESN,D,20120817,000000,17701.2000,17801.3900,17622.6200,17691.0800,9800,0
^BSESN,D,20120821,000000,17705.1400,17898.3500,17705.1400,17885.2600,9200,0
^BSESN,D,20120822,000000,17827.2500,17912.0800,17800.2900,17846.8600,8800,0
^BSESN,D,20120823,000000,17856.2900,17972.5400,17792.8700,17850.2200,9200,0
^BSESN,D,20120824,000000,17790.2500,17822.5000,17725.4200,17783.2100,8200,0
^BSESN,D,20120827,000000,17769.4400,17820.0700,17662.2100,17678.8100,7400,0
^BSESN,D,20120828,000000,17676.1300,17712.3500,17570.7100,17631.7100,9600,0
^BSESN,D,20120829,000000,17651.1400,17653.9000,17471.1300,17490.8100,9600,0
^BSESN,D,20120830,000000,17433.5000,17605.5100,17367.5500,17541.6400,10000,0
^BSESN,D,20120831,000000,17557.6200,17557.6200,17337.6100,17380.7500,10600,0
^BSESN,D,20120903,000000,17465.6000,17509.9900,17349.5700,17384.4000,12600,0
^BSESN,D,20120904,000000,17378.6800,17452.7000,17308.2700,17440.8700,6600,0
^BSESN,D,20120905,000000,17359.9600,17411.6700,17250.8000,17313.3400,11400,0
^BSESN,D,20120906,000000,17320.7300,17418.4000,17294.7400,17346.2700,10000,0
^BSESN,D,20120907,000000,17575.7900,17701.2000,17575.7900,17683.7300,9600,0
^BSESN,D,20120910,000000,17780.9300,17810.9000,17728.1200,17766.7800,8200,0
^BSESN,D,20120911,000000,17711.8000,17867.8500,17677.3800,17852.9500,8200,0
^BSESN,D,20120912,000000,17916.1300,18012.8900,17884.9600,18000.0300,11400,0
^BSESN,D,20120913,000000,18023.9500,18062.6800,17976.2800,18021.1600,8000,0
^BSESN,D,20120914,000000,18284.7500,18498.5400,18284.7500,18464.2700,16800,0
^BSESN,D,20120917,000000,18619.9000,18715.0300,18480.5400,18542.3100,20200,0
^BSESN,D,20120918,000000,18514.7200,18580.4800,18469.5100,18496.0100,9600,0
^BSESN,D,20120920,000000,18292.2200,18443.9200,18291.9300,18349.2500,8800,0
^BSESN,D,20120921,000000,18411.2000,18866.8700,18411.2000,18752.8300,15000,0
^BSESN,D,20120924,000000,18756.3100,18811.1300,18650.4300,18673.3400,15000,0
^BSESN,D,20120925,000000,18708.0100,18790.0100,18636.1600,18694.4100,10600,0
^BSESN,D,20120926,000000,18644.5400,18670.4800,18573.1800,18632.1700,10400,0
^BSESN,D,20120927,000000,18659.7500,18735.9500,18552.6800,18579.5000,10400,0
^BSESN,D,20120928,000000,18704.9800,18869.9400,18698.5100,18762.7400,11400,0
^BSESN,D,20121001,000000,18784.6400,18838.5400,18745.2800,18823.9100,8200,0
^BSESN,D,20121003,000000,18841.4900,18905.6200,18816.5700,18869.6900,8400,0
^BSESN,D,20121004,000000,18939.7500,19107.0400,18939.7500,19058.1500,11600,0
^BSESN,D,20121005,000000,19115.8900,19137.2900,18757.3400,18938.4600,39400,0
^BSESN,D,20121008,000000,18969.1900,18969.1900,18684.4000,18708.9800,9400,0
^BSESN,D,20121009,000000,18796.2500,18885.8400,18722.0500,18793.3600,8200,0
^BSESN,D,20121010,000000,18699.1900,18740.6300,18614.3700,18631.1000,7200,0
^BSESN,D,20121011,000000,18627.3700,18847.8100,18581.4900,18804.7500,9400,0
^BSESN,D,20121012,000000,18727.1000,18844.3500,18638.3400,18675.1800,9000,0
^BSESN,D,20121015,000000,18690.9900,18726.3800,18596.6500,18713.5500,6000,0
^BSESN,D,20121016,000000,18784.7500,18801.1000,18549.2800,18577.7000,7600,0
^BSESN,D,20121017,000000,18667.7200,18705.1900,18535.3700,18610.7700,7000,0
^BSESN,D,20121018,000000,18653.6000,18806.5600,18576.4100,18791.9300,8200,0
^BSESN,D,20121019,000000,18768.0000,18769.5900,18611.7600,18682.3100,8000,0
^BSESN,D,20121022,000000,18655.9300,18809.2800,18600.8800,18793.4400,7000,0
^BSESN,D,20121023,000000,18803.6200,18812.9300,18689.3800,18710.0200,6000,0
^BSESN,D,20121025,000000,18712.4100,18789.9200,18699.0700,18758.6300,8600,0
^BSESN,D,20121026,000000,18715.3500,18729.5300,18558.0500,18625.3400,7800,0
^BSESN,D,20121029,000000,18656.0000,18743.4100,18572.0200,18635.8200,7600,0
^BSESN,D,20121030,000000,18642.0100,18718.2800,18393.4200,18430.8500,9000,0
^BSESN,D,20121031,000000,18436.7900,18521.6200,18398.4800,18505.3800,7000,0
^BSESN,D,20121101,000000,18487.9000,18589.1300,18445.1800,18561.7000,9000,0
^BSESN,D,20121102,000000,18692.1500,18793.7500,18687.9300,18755.4500,9200,0
^BSESN,D,20121105,000000,18749.3700,18794.6300,18683.2500,18762.8700,5600,0
^BSESN,D,20121106,000000,18739.9700,18829.0700,18726.9400,18817.3800,7600,0
^BSESN,D,20121107,000000,18802.8200,18973.4300,18786.1400,18902.4100,8800,0
^BSESN,D,20121108,000000,18779.7400,18865.2100,18736.4500,18846.2600,9800,0
^BSESN,D,20121109,000000,18832.7500,18894.4200,18656.4100,18683.6800,9600,0
^BSESN,D,20121112,000000,18691.0200,18750.9200,18607.6600,18670.3400,19400,0
^BSESN,D,20121113,000000,18728.9500,18732.7100,18592.2100,18618.8700,2000,0
^BSESN,D,20121115,000000,18590.0700,18593.5400,18408.6900,18471.3700,6200,0
^BSESN,D,20121116,000000,18491.4900,18563.3200,18266.7600,18309.3700,7000,0
^BSESN,D,20121119,000000,18349.5300,18386.7800,18256.0700,18339.0000,7200,0
^BSESN,D,20121120,000000,18422.6900,18467.9100,18255.6900,18329.3200,6600,0
^BSESN,D,20121121,000000,18379.9000,18478.5000,18309.8100,18460.3800,6800,0
^BSESN,D,20121122,000000,18510.9400,18567.6800,18456.2000,18517.3400,6200,0
^BSESN,D,20121123,000000,18543.9500,18556.5000,18402.3800,18506.5700,6000,0
^BSESN,D,20121126,000000,18574.3600,18590.3300,18508.7900,18537.0100,5800,0
^BSESN,D,20121127,000000,18616.5500,18862.7000,18616.5500,18842.0800,7600,0
^BSESN,D,20121129,000000,18873.6300,19205.3300,18873.6300,19170.9100,11400,0
^BSESN,D,20121130,000000,19229.7000,19372.7000,19186.3000,19339.9000,11200,0
^BSESN,D,20121203,000000,19342.8300,19416.4500,19257.3000,19305.3200,7200,0
^BSESN,D,20121204,000000,19277.5800,19373.9400,19263.7100,19348.1200,8200,0
^BSESN,D,20121205,000000,19397.9800,19463.2500,19371.0100,19391.8600,9600,0
^BSESN,D,20121206,000000,19475.0900,19523.2500,19186.2400,19486.8000,10000,0
^BSESN,D,20121207,000000,19514.8800,19561.8700,19363.1300,19424.1000,9000,0
^BSESN,D,20121210,000000,19442.1900,19478.0100,19362.3200,19409.6900,6800,0
^BSESN,D,20121211,000000,19466.2900,19612.1800,19285.2900,19387.1400,7600,0
^BSESN,D,20121212,000000,19432.5400,19478.7900,19317.2300,19355.2600,7600,0
^BSESN,D,20121213,000000,19403.6600,19421.7200,19196.7500,19229.2600,9400,0
^BSESN,D,20121214,000000,19217.9600,19348.8500,19193.1100,19317.2500,11400,0
^BSESN,D,20121217,000000,19290.9200,19346.7800,19221.8700,19244.4200,12800,0
^BSESN,D,20121218,000000,19293.0100,19396.2800,19149.0300,19364.7500,14000,0
^BSESN,D,20121219,000000,19429.9100,19516.0200,19419.7600,19476.0000,9800,0
^BSESN,D,20121220,000000,19511.4100,19520.5100,19335.7200,19453.9200,10400,0
^BSESN,D,20121221,000000,19394.5500,19394.5500,19221.1200,19242.0000,9200,0
^BSESN,D,20121224,000000,19278.0000,19347.6400,19237.2600,19255.0900,7400,0
^BSESN,D,20121226,000000,19302.4700,19468.4000,19274.0700,19417.4600,5800,0
^BSESN,D,20121227,000000,19479.8400,19504.4000,19302.2100,19323.8000,7600,0
^BSESN,D,20121228,000000,19364.0800,19465.7400,19346.0700,19444.8400,6600,0
^BSESN,D,20121231,000000,19422.5900,19491.5800,19406.1700,19426.7100,4800,0
^BSESN,D,20130102,000000,19693.3000,19756.6800,19686.5000,19714.2400,7400,0
^BSESN,D,20130103,000000,19771.0300,19786.3000,19693.2900,19764.7800,6600,0
^BSESN,D,20130104,000000,19782.5900,19797.4400,19679.9900,19784.0800,7000,0
^BSESN,D,20130107,000000,19820.5600,19856.4300,19654.4600,19691.4200,7400,0
^BSESN,D,20130108,000000,19681.3800,19761.7800,19632.5900,19742.5200,7400,0
^BSESN,D,20130109,000000,19770.2100,19824.0600,19627.1600,19666.5900,9600,0
^BSESN,D,20130110,000000,19728.0200,19783.7500,19596.3800,19663.5500,9200,0
^BSESN,D,20130111,000000,19813.6400,19839.8000,19619.8300,19663.6400,10000,0
^BSESN,D,20130114,000000,19689.0900,19948.6300,19689.0900,19906.4100,8800,0
^BSESN,D,20130115,000000,19999.8200,20036.8200,19881.7800,19986.8200,9600,0
^BSESN,D,20130116,000000,19978.1900,20009.3600,19783.0200,19817.6300,8600,0
^BSESN,D,20130117,000000,19846.4200,20005.9800,19783.4100,19964.0300,11800,0
^BSESN,D,20130118,000000,20038.6700,20126.5500,19990.6200,20039.0400,14600,0
^BSESN,D,20130121,000000,20132.8300,20163.3800,20056.4600,20101.8200,11400,0
^BSESN,D,20130129,000000,20080.3100,20203.6600,19970.0500,19990.9000,9000,0
^BSESN,D,20130130,000000,20014.8000,20073.4600,19964.6400,20005.0000,9200,0
^BSESN,D,20130131,000000,19987.2800,20008.8300,19865.7200,19894.9800,8400,0
^BSESN,D,20130204,000000,19860.9700,19902.6000,19728.2100,19751.1900,6800,0
^BSESN,D,20130207,000000,19589.4400,19702.5600,19540.0800,19580.3200,9000,0
^BSESN,D,20130208,000000,19577.1900,19648.0700,19414.8000,19484.7700,14200,0
^BSESN,D,20130225,000000,19365.3300,19411.1800,19237.9800,19331.6900,7800,0
^BSESN,D,20130312,000000,19675.8100,19697.8400,19505.7500,19564.9200,7600,0
^BSESN,D,20130313,000000,19511.9700,19511.9700,19338.5200,19362.5500,8200,0
^BSESN,D,20130318,000000,19282.6300,19345.4200,19232.2300,19293.2000,7400,0
^BSESN,D,20130321,000000,18926.2100,19082.2900,18756.6500,18792.8700,12400,0
^BSESN,D,20130322,000000,18784.9300,18859.8200,18669.2000,18735.6000,13600,0
